ID or #		Start	End
gene1323		1451319	1451528
gene1324		1451594	1453087
gene1325		1453323	1454381
gene1326		1454418	1455374
gene1327		1455610	1457142
gene1328		1457258	1458637
gene1329		1458736	1460565
gene1330		1460584	1460928
gene1331		1461045	1462730
gene1332		1462839	1463540
gene1333		1463537	1464544
gene1334		1464571	1465383
gene1335		1465455	1465955
gene1336		1466107	1467531
gene1337		1467685	1468689
gene1338		1468756	1471881
gene1339		1471893	1473233
gene1340		1473270	1474133
gene1341		1474202	1474414
gene1342		1474451	1475395
gene1343		1475417	1476241
gene1344		1476400	1476894
gene1345		1476938	1480534
gene1347		1481609	1482079
gene1348		1482136	1482723
gene1349		1482863	1483159
gene1350		1483167	1483799
gene1351		1483910	1484698
gene1352		1484695	1485516
gene1353		1485513	1486709
gene1354		1487027	1487701
gene1355		1487809	1489296
gene1356		1489293	1490423
gene1357		1490420	1491712
gene1358		1491757	1493352
gene1359		1493349	1494476
gene1360		1494473	1495987
gene1362		1497780	1499606
gene1363		1499603	1500196
gene1364		1500193	1501188
gene1365		1501331	1501762
gene1366		1502085	1502471
gene1367		1502605	1503900
gene1368		1503957	1505078
gene1369		1505121	1505519
gene1370		1505730	1506902
gene1371		1506985	1508895
gene1372		1508920	1510332
gene1373		1510404	1511111
gene1374		1511180	1511950
gene1375		1512066	1513901
gene1376		1513964	1515427
gene1377		1515509	1519027
gene1378		1519138	1519701
gene1379		1519914	1520429
gene1380		1520422	1521165
gene1381		1521178	1521603
gene1382		1521705	1522091
gene1383		1522177	1523678
gene1384		1523812	1524333
gene1387		1525439	1526350
gene1388		1526350	1526724
gene1389		1526803	1526931
gene1390		1527033	1527161
gene1391		1527226	1527348
gene1392		1527594	1527920
gene1393		1527965	1528162
gene1394		1528222	1528566
gene1395		1528647	1528889
gene1397		1530368	1531027
gene1398		1531199	1531275
gene1399		1531652	1532131
gene1400		1532236	1533774
gene1401		1533771	1534502
gene1402		1534504	1535664
gene1403		1535661	1536617
gene1404		1536840	1537823
gene1405		1537942	1539357
gene1406		1539545	1541146
gene1407		1541143	1541859
gene1408		1541867	1543822
gene1409		1544039	1544728
gene1410		1544725	1546251
gene1411		1546251	1547189
gene1412		1547246	1548391
gene1413		1548479	1548691
gene1414		1548692	1550383
gene1415		1550411	1551376
gene1416		1551373	1552080
gene1417		1552122	1553864
gene1418		1553861	1554949
gene1419		1555062	1555904
gene1420		1555897	1556727
gene1421		1556991	1557731
gene1427		1566816	1568159
gene1428		1568191	1570467
gene1429		1570646	1572106
gene1430		1572192	1573433
gene1432		1575461	1576132
gene1433		1576247	1576735
gene1434		1576735	1577694
gene1435		1577691	1578977
gene1436		1578974	1579960
gene1437		1579972	1581132
gene1438		1581129	1582169
gene1439		1582271	1583272
gene1440		1583509	1587402
gene1441		1587399	1588739
gene1442		1588758	1589378
gene1443		1589381	1591960
gene1444		1591964	1593046
gene1445		1593131	1593538
gene1446		1593535	1593984
gene1447		1594030	1594701
gene1448		1594785	1595858
gene1449		1595893	1596405
gene1450		1596462	1597784
gene1451		1597927	1598199
gene1452		1598312	1599208
gene1453		1599345	1599731
gene1454		1599821	1600015
gene1455		1600120	1601325
gene1456		1601506	1601877
gene1457		1601942	1602418
gene1458		1602784	1603032
gene1459		1603095	1604603
gene1460		1604573	1606159
gene1461		1606162	1606809
gene1462		1607034	1607258
gene1463		1607274	1607831
gene1464		1607988	1608740
gene1465		1608791	1609303
gene1466		1609391	1612126
gene1467		1612301	1612978
gene1468		1613128	1613925
gene1472		1616822	1618645
gene1473		1618650	1619330
gene1474		1619483	1620598
gene1475		1620591	1620980
gene1476		1620990	1622126
gene1477		1622166	1623368
gene1480		1624346	1625035
gene1481		1625028	1626323
gene1482		1626452	1627441
gene1483		1627438	1628229
gene1484		1628226	1629182
gene1485		1629223	1629783
gene1486		1629791	1631221
gene1487		1631243	1632022
gene1488		1632019	1633026
gene1491		1634495	1636627
gene1492		1636744	1637568
gene1493		1637748	1639148
gene1494		1639271	1639347
gene1495		1639524	1642667
gene1498		1643735	1644796
gene1499		1645002	1646402
gene1500		1646467	1647135
gene1501		1647233	1647961
gene1502		1648004	1650133
gene1503		1650149	1651138
gene1504		1651279	1652316
gene1505		1652291	1655821
gene1506		1655809	1659246
gene1507		1659243	1659653
gene1508		1659698	1660384
gene1509		1660413	1661738
gene1510		1661735	1662721
gene1511		1662876	1664270
gene1512		1664281	1665396
gene1513		1665496	1665777
gene1514		1665805	1666641
gene1515		1666643	1667776
gene1516		1667781	1669130
gene1517		1669130	1669846
gene1518		1669897	1671405
gene1519		1671402	1672625
gene1520		1672762	1674114
gene1521		1674140	1674796
gene1522		1674917	1675141
gene1523		1675210	1676775
gene1524		1677026	1678861
gene1525		1678971	1679831
gene1526		1679896	1681494
gene1527		1681528	1683333
gene1528		1683340	1684116
gene1529		1684209	1685477
gene1530		1685517	1686305
gene1531		1686302	1687450
gene1532		1687499	1688107
gene1533		1688168	1689040
gene1534		1689237	1689887
gene1535		1689966	1690136
gene1536		1690317	1690661
gene1537		1690658	1691461
gene1538		1691550	1692374
gene1539		1692422	1693315
gene1540		1693421	1694101
gene1541		1694098	1694985
gene1542		1695046	1696182
gene1543		1696252	1697217
gene1544		1697485	1698492
gene1545		1698589	1699875
gene1546		1700022	1701173
gene1547		1701179	1701505
gene1548		1701502	1702068
gene1549		1702061	1703971
gene1550		1704120	1705970
gene1551		1705997	1707187
gene1552		1707193	1708713
gene1553		1708876	1710735
gene1554		1710930	1712339
gene1555		1712473	1713261
gene1556		1713277	1714458
gene1557		1714461	1714946
gene1558		1715043	1715945
gene1559		1715970	1716509
gene1560		1716639	1717157
gene1561		1717303	1718250
gene1562		1718377	1719210
gene1563		1719337	1720071
gene1564		1720099	1721427
gene1565		1721424	1722344
gene1566		1722341	1723513
gene1567		1723580	1724017
gene1568		1724048	1725055
gene1569		1725052	1725807
gene1570		1725804	1726811
gene1571		1726808	1727449
gene1572		1727678	1728979
gene1573		1729053	1730534
gene1574		1730773	1732509
gene1575		1732643	1734088
gene1576		1734081	1734536
gene1577		1734557	1736023
gene1578		1736094	1736576
gene1579		1736573	1736800
gene1580		1736846	1737838
gene1581		1737982	1739112
gene1582		1739141	1740793
gene1583		1740837	1742234
gene1584		1742362	1743876
gene1585		1744003	1744428
gene1586		1744428	1744847
gene1587		1744959	1745447
gene1588		1745481	1746317
gene1589		1746314	1747324
gene1590		1747363	1748046
gene1591		1748132	1749784
gene1592		1749813	1750643
gene1593		1750651	1751331
gene1594		1751475	1752173
gene1595		1752340	1752822
gene1596		1752823	1753053
gene1597		1753138	1753845
gene1598		1753842	1754384
gene1599		1754384	1755166
gene1600		1755476	1756042
gene1601		1756044	1756298
gene1602		1756299	1756502
gene1606		1760253	1760966
gene1607		1760963	1761805
gene1608		1761948	1762319
gene1609		1762497	1762724
gene1610		1762738	1763160
gene1611		1763426	1764649
gene1612		1764640	1765416
gene1613		1765565	1766188
gene1614		1766207	1767187
gene1615		1767460	1768524
gene1616		1768993	1769427
gene1617		1769538	1770029
gene1618		1770257	1771228
gene1619		1771225	1772019
gene1620		1772016	1773242
gene1621		1773239	1773913
gene1622		1773934	1774461
gene1623		1774551	1774955
gene1624		1775021	1776280
gene1625		1776421	1778121
gene1626		1778232	1779338
gene1627		1779392	1780480
gene1628		1780673	1781986
gene1629		1781983	1782270
gene1630		1782391	1782975
gene1631		1783103	1784020
gene1632		1784013	1785251
gene1633		1785335	1786450
gene1634		1786447	1786923
gene1635		1787082	1788917
gene1636		1788969	1790204
gene1637		1790227	1791147
gene1638		1791225	1791851
gene1639		1791929	1792576
gene1640		1792664	1792942
gene1641		1792963	1793202
gene1642		1793192	1796956
gene1643		1797055	1798674
gene1644		1798697	1799245
gene1645		1799242	1800204
gene1646		1800252	1801388
gene1647		1801482	1803026
gene1648		1803212	1804645
gene1649		1804647	1806602
gene1650		1806713	1808320
gene1651		1808429	1808725
gene1652		1809362	1810339
gene1653		1810556	1811311
gene1654		1811308	1812396
gene1655		1812389	1813447
gene1656		1813444	1814508
gene1657		1814679	1816010
gene1658		1816080	1817276
gene1659		1817359	1818435
gene1660		1818432	1819463
gene1661		1819469	1819963
gene1662		1819960	1820991
gene1663		1821000	1821530
gene1664		1821581	1822672
gene1665		1822699	1823286
gene1666		1823283	1823954
gene1667		1823965	1824588
gene1668		1824585	1825790
gene1669		1825787	1827364
gene1670		1827361	1827741
gene1671		1827738	1828469
gene1672		1828466	1830595
gene1673		1830754	1832556
gene1674		1832652	1833588
gene1675		1833663	1834673
gene1676		1834768	1835421
gene1677		1835481	1835903
gene1678		1835998	1836225
gene1679		1836234	1837580
gene1680		1837752	1838552
gene1681		1838618	1839607
gene1682		1839809	1840297
gene1683		1840339	1840782
gene1684		1841060	1841953
gene1685		1842068	1842796
gene1686		1842872	1843870
gene1687		1844002	1844406
gene1688		1844490	1844858
gene1689		1845133	1845246
gene1690		1845282	1845512
gene1691		1845708	1846550
gene1692		1846555	1847172
gene1693		1847224	1848531
gene1694		1848698	1849150
gene1695		1849143	1849367
gene1696		1849371	1850120
gene1697		1850117	1850491
gene1698		1850491	1851024
gene1699		1851055	1851453
gene1700		1851527	1852102
gene1701		1852102	1852443
gene1702		1852448	1852816
gene1703		1853159	1853440
gene1704		1853437	1853706
gene1705		1853711	1854127
gene1706		1854127	1854945
gene1707		1854948	1855313
gene1708		1855365	1855646
gene1709		1855662	1856501
gene1710		1856539	1856844
gene1711		1856841	1857476
gene1712		1857481	1858131
gene1713		1858152	1858460
gene1714		1858786	1859247
gene1715		1859250	1859390
gene1716		1859518	1860708
gene1717		1860990	1863104
gene1718		1863222	1863692
gene1719		1863692	1864066
gene1720		1864377	1868273
gene1721		1868357	1871863
gene1722		1872149	1872538
gene1723		1872608	1873129
gene1724		1873474	1874181
gene1725		1874259	1874690
gene1726		1874823	1875650
gene1727		1875755	1876006
gene1728		1876087	1876159
gene1729		1876333	1877541
gene1730		1877589	1878287
gene1731		1878284	1879543
gene1732		1879640	1880704
gene1733		1880806	1881825
gene1734		1881822	1882574
gene1735		1882588	1883784
gene1736		1883781	1884461
gene1737		1884501	1884626
gene1738		1884649	1885458
gene1739		1885557	1886510
gene1740		1886648	1887658
gene1741		1887734	1888090
gene1742		1888212	1889042
gene1743		1889065	1889625
gene1744		1889627	1889857
gene1745		1889892	1891040
gene1746		1891226	1892425
gene1747		1892422	1892913
gene1748		1892913	1893356
gene1749		1893403	1893696
gene1750		1893786	1893859
gene1751		1893920	1893991
gene1752		1894079	1896274
gene1753		1896584	1897213
gene1754		1897254	1898462
gene1755		1898584	1899843
gene1756		1899905	1901470
gene1757		1901633	1902661
gene1758		1902867	1903331
gene1759		1903347	1905125
gene1760		1905343	1905427
gene1761		1905636	1906124
gene1762		1906165	1906668
gene1763		1906867	1907898
gene1765		1909503	1910513
gene1766		1910523	1911017
gene1767		1911014	1911511
gene1768		1911555	1912619
gene1769		1912616	1914016
gene1770		1914013	1915947
gene1771		1916064	1918280
gene1772		1918421	1919494
gene1773		1919574	1920260
gene1774		1920371	1921231
gene1775		1921347	1922837
gene1776		1922834	1923883
gene1777		1923886	1925088
gene1778		1925278	1925751
gene1779		1925773	1927071
gene1780		1927137	1928627
gene1781		1928730	1930976
gene1782		1930989	1932872
gene1783		1933035	1934435
gene1784		1934626	1935597
gene1785		1935629	1937194
gene1786		1937261	1938442
gene1787		1938570	1939442
gene1788		1939494	1939769
gene1789		1939835	1940239
gene1790		1940255	1941355
gene1791		1941358	1943055
gene1792		1943052	1943822
gene1793		1943823	1944434
gene1794		1944580	1945254
gene1795		1945380	1946105
gene1796		1946112	1946381
gene1797		1946474	1946572
gene1798		1946736	1947989
gene1799		1948126	1949601
gene1800		1949594	1950271
gene1801		1950287	1951117
gene1802		1951114	1952001
gene1803		1952004	1953026
gene1804		1953032	1955866
gene1805		1956270	1956914
gene1806		1956936	1958612
gene1807		1958609	1959538
gene1809		1961097	1961870
gene1810		1961867	1964464
gene1811		1964380	1964823
gene1812		1964820	1965263
gene1813		1965256	1965489
gene1815		1966790	1968115
gene1816		1968274	1969083
gene1817		1969120	1970325
gene1818		1970343	1971149
gene1819		1971384	1973324
gene1820		1973401	1973883
gene1821		1973855	1974040
gene1822		1974044	1975687
gene1823		1975807	1977105
gene1824		1977280	1977957
gene1825		1977988	1978890
gene1826		1978880	1979380
gene1827		1979377	1979544
gene1828		1979672	1979989
gene1829		1979986	1980936
gene1830		1980955	1982520
gene1831		1983133	1983999
gene1832		1984156	1984875
gene1833		1984872	1986041
gene1834		1986113	1986442
gene1835		1986518	1988755
gene1836		1988815	1989498
gene1837		1989587	1990642
gene1838		1990749	1991633
gene1839		1991730	1992140
gene1840		1992432	1993382
gene1842		1994986	1997169
gene1843		1997175	1998143
gene1844		1998185	2000023
gene1845		2000020	2001885
gene1846		2001949	2002896
gene1847		2002893	2004182
gene1848		2004245	2004514
gene1849		2004557	2005186
gene1850		2005183	2006559
gene1851		2006746	2007897
gene1852		2007978	2008775
gene1853		2008852	2009925
gene1854		2009922	2010323
gene1855		2010465	2010872
gene1856		2010869	2012482
gene1857		2012479	2013636
gene1858		2013768	2014757
gene1859		2014923	2015867
gene1860		2015864	2016070
gene1861		2016240	2016524
gene1862		2016653	2019247
gene1863		2019399	2020580
gene1864		2020585	2021199
gene1865		2021267	2021524
gene1866		2021751	2022572
gene1867		2022569	2023399
gene1868		2023401	2024204
gene1869		2024304	2024897
gene1870		2025098	2025844
gene1871		2025850	2027157
gene1872		2027228	2028223
gene1873		2028246	2029232
gene1874		2029292	2029843
gene1875		2029840	2030817
gene1876		2030887	2031549
gene1877		2031715	2033574
gene1878		2033899	2034549
gene1879		2034627	2034836
gene1880		2034985	2035551
gene1881		2035600	2035965
gene1882		2036063	2038357
gene1883		2038421	2038897
gene1884		2038894	2039406
gene1885		2039562	2042840
gene1886		2042903	2043904
gene1887		2043982	2044260
gene1888		2044336	2044743
gene1889		2044740	2045078
gene1890		2045078	2045695
gene1891		2045682	2047313
gene1892		2047310	2047867
gene1893		2047867	2050965
gene1894		2051034	2052356
gene1895		2052353	2052934
gene1896		2052938	2054467
gene1897		2054647	2055126
gene1898		2055134	2056381
gene1899		2056481	2056554
gene1900		2056722	2057168
gene1901		2057429	2058409
gene1902		2058468	2059244
gene1903		2059461	2060054
gene1904		2060179	2060658
gene1905		2060699	2062798
gene1906		2062894	2063682
gene1907		2063738	2065996
gene1908		2066070	2067482
gene1909		2067469	2068098
gene1910		2068230	2068913
gene1911		2069024	2069719
gene1912		2069877	2070158
gene1913		2070388	2070693
gene1914		2070695	2070862
gene1915		2070864	2071100
gene1916		2071429	2072400
gene1917		2072494	2073777
gene1918		2073770	2074582
gene1919		2074605	2075312
gene1920		2075309	2077084
gene1921		2077081	2078838
gene1922		2078835	2079602
gene1923		2079803	2080954
gene1924		2080967	2081782
gene1925		2081856	2082392
gene1926		2082582	2083749
gene1927		2084121	2085437
gene1928		2085448	2085816
gene1929		2085822	2086517
gene1930		2086514	2089198
gene1931		2089306	2089680
gene1932		2089730	2089906
gene1933		2090012	2090572
gene1934		2090957	2091481
gene1935		2091720	2091923
gene1936		2092128	2093351
gene1937		2093471	2095483
gene1938		2095497	2096078
gene1939		2096098	2099742
gene1940		2099874	2100923
gene1941		2100889	2102205
gene1942		2102424	2103491
gene1943		2103491	2105221
gene1944		2105221	2105922
gene1945		2105919	2106425
gene1946		2106632	2107984
gene1947		2108046	2109488
gene1948		2109683	2110072
gene1949		2110199	2110453
gene1950		2110721	2111869
gene1951		2111890	2113491
gene1952		2113488	2114690
gene1953		2114752	2115552
gene1954		2115643	2115852
gene1955		2116133	2116564
gene1956		2116966	2118207
gene1957		2118204	2119976
gene1958		2120127	2120540
gene1959		2120575	2120928
gene1960		2121059	2121379
gene1961		2121376	2123328
gene1962		2123526	2124353
gene1963		2124363	2124719
gene1965		2126288	2127946
gene1966		2128097	2129050
gene1967		2129068	2129994
gene1968		2130060	2131445
gene1969		2131436	2131681
gene1970		2131723	2132634
gene1971		2132713	2134707
gene1972		2134736	2135827
gene1973		2135827	2136954
gene1974		2137200	2137272
gene1975		2137307	2137717
gene1976		2138142	2139618
gene1977		2139654	2139782
gene1978		2139890	2140591
gene1979		2140588	2142174
gene1980		2142171	2143025
gene1981		2143261	2144955
gene1982		2145241	2145624
gene1983		2145689	2146135
gene1984		2146180	2146950
gene1985		2146993	2147490
gene1986		2147516	2147989
gene1987		2148105	2149247
gene1988		2149368	2149994
gene1989		2150055	2150999
gene1990		2151106	2151606
gene1991		2151658	2152503
gene1992		2152663	2153484
gene1993		2153557	2154771
gene1994		2154866	2156464
gene1995		2156467	2157168
gene1996		2157249	2158793
gene1997		2159053	2160219
gene1998		2160615	2161400
gene1999		2161536	2162396
gene2000		2162607	2163557
gene2001		2163731	2165227
gene2002		2165255	2166544
gene2003		2166541	2166870
gene2004		2167192	2169279
gene2005		2169566	2170087
gene2006		2170192	2171292
gene2007		2171380	2172108
gene2008		2172305	2174218
gene2009		2174253	2175785
gene2010		2175782	2176219
gene2011		2176479	2177486
gene2012		2177490	2177792
gene2013		2177789	2178622
gene2014		2178619	2179128
gene2015		2179128	2180297
gene2016		2180329	2181114
gene2017		2181346	2182704
gene2018		2183005	2184222
gene2019		2184227	2185012
gene2020		2185021	2185908
gene2021		2186030	2186413
gene2022		2186413	2186907
gene2023		2186929	2187366
gene2024		2187551	2188543
gene2025		2188822	2190942
gene2026		2191073	2192005
gene2027		2192121	2193038
gene2028		2193052	2193663
gene2029		2193762	2195111
gene2030		2195183	2195599
gene2031		2195808	2199398
gene2033		2200900	2202414
gene2034		2202556	2203170
gene2035		2203229	2204656
gene2036		2204695	2205876
gene2037		2205934	2206845
gene2038		2206871	2207863
gene2039		2207860	2209404
gene2040		2209738	2210685
gene2041		2210729	2211256
gene2043		2213760	2214632
gene2044		2214885	2215451
gene2045		2215545	2218076
gene2047		2220297	2220749
gene2048		2220893	2221492
gene2049		2221473	2221865
gene2050		2221986	2222621
gene2051		2222621	2223382
gene2052		2223379	2224044
gene2053		2224353	2224475
gene2056		2227062	2227304
gene2057		2227410	2227775
gene2058		2227897	2228949
gene2059		2228973	2229401
gene2060		2229430	2230767
gene2061		2230866	2231225
gene2062		2231222	2231824
gene2063		2232196	2233065
gene2064		2233432	2233821
gene2065		2233821	2235101
gene2066		2235293	2236480
gene2067		2236480	2237235
gene2068		2237232	2237741
gene2069		2238176	2238457
gene2070		2238868	2239938
gene2071		2239963	2240838
gene2072		2240910	2241524
gene2073		2241562	2242074
gene2074		2242150	2242491
gene2075		2242687	2243718
gene2076		2243715	2244761
gene2077		2244758	2246062
gene2078		2246064	2247413
gene2079		2247710	2248438
gene2080		2248592	2249761
gene2081		2249807	2250220
gene2082		2250268	2250780
gene2083		2250993	2251205
gene2084		2251262	2251585
gene2085		2251564	2251860
gene2086		2251871	2252284
gene2090		2254883	2255125
gene2091		2255184	2255534
gene2092		2255531	2255914
gene2093		2256042	2256425
gene2094		2256669	2256860
gene2095		2256913	2257428
gene2096		2257569	2258009
gene2097		2258134	2258703
gene2098		2258763	2259281
gene2099		2259278	2260051
gene2100		2260083	2260547
gene2101		2260647	2261183
gene2102		2261176	2262009
gene2103		2262107	2262538
gene2104		2262660	2263088
gene2105		2263070	2263531
gene2106		2263614	2264285
gene2107		2264340	2264711
gene2108		2264794	2265240
gene2109		2265479	2266960
gene2110		2267177	2268361
gene2111		2268518	2271949
gene2112		2272086	2273771
gene2113		2273756	2274565
gene2114		2274544	2275152
gene2115		2275097	2275450
gene2116		2275447	2275836
gene2117		2275806	2276690
gene2118		2276687	2278387
gene2119		2278384	2279280
gene2120		2279282	2280358
gene2121		2280520	2281068
gene2122		2281214	2281843
gene2123		2281874	2282305
gene2124		2282519	2282971
gene2125		2283069	2283551
gene2126		2283627	2285024
gene2127		2285017	2285889
gene2128		2286205	2286507
gene2129		2286755	2287999
gene2130		2288197	2288964
gene2131		2289005	2289385
gene2132		2289425	2289643
gene2133		2289648	2292107
gene2134		2292154	2292567
gene2135		2292679	2293233
gene2136		2293378	2293695
gene2137		2293692	2294132
gene2138		2294181	2295083
gene2139		2295238	2296269
gene2140		2296322	2297845
gene2141		2297968	2299437
gene2142		2299434	2299871
gene2143		2300174	2300734
gene2144		2300772	2302427
gene2145		2302595	2303383
gene2147		2304603	2305589
gene2148		2305600	2306001
gene2149		2306192	2306773
gene2150		2306834	2308246
gene2151		2308248	2309201
gene2152		2309345	2309758
gene2153		2309769	2311286
gene2154		2311345	2311971
gene2155		2312282	2313376
gene2156		2313393	2314037
gene2157		2314034	2315089
gene2158		2315086	2315601
gene2159		2316316	2318391
gene2160		2318388	2320145
gene2161		2320772	2321047
gene2162		2321219	2321989
gene2163		2321992	2322585
gene2164		2322635	2324047
gene2165		2324355	2325623
gene2166		2325648	2326622
gene2167		2326743	2327351
gene2168		2327362	2328573
gene2169		2328590	2329180
gene2170		2329467	2332844
gene2171		2332999	2334225
gene2172		2334505	2334717
gene2173		2335004	2335798
gene2174		2335878	2336723
gene2177		2338506	2338679
gene2178		2338859	2339434
gene2179		2339431	2341065
gene2180		2341197	2341805
gene2181		2342016	2342684
gene2182		2343276	2344469
gene2183		2344540	2345997
gene2184		2346261	2347469
gene2185		2347649	2349070
gene2186		2349127	2349819
gene2187		2350167	2350433
gene2188		2350447	2351022
gene2189		2351188	2352030
gene2190		2352033	2352365
gene2191		2352365	2354581
gene2192		2354737	2355597
gene2193		2355694	2356704
gene2194		2356823	2357818
gene2195		2357997	2359859
gene2196		2359918	2360388
gene2197		2360414	2361295
gene2198		2361314	2362237
gene2199		2362332	2362757
gene2200		2362900	2364186
gene2201		2364232	2364591
gene2202		2364572	2365336
gene2203		2365635	2366378
gene2204		2366581	2367657
gene2205		2367667	2368722
gene2206		2368719	2369789
gene2207		2369786	2370655
gene2208		2370652	2371707
gene2209		2371809	2372474
gene2210		2372614	2373393
gene2211		2373517	2374887
gene2212		2374889	2375551
gene2213		2375940	2376683
gene2214		2376664	2378085
gene2215		2378082	2378537
gene2216		2378603	2379475
gene2217		2379648	2380427
gene2218		2380445	2380744
gene2219		2380784	2381338
gene2220		2381349	2382119
gene2222		2383644	2383904
gene2223		2384578	2385108
gene2224		2385121	2385681
gene2225		2385691	2388150
gene2226		2388150	2388935
gene2227		2389008	2389616
gene2228		2389638	2390405
gene2229		2390480	2391736
gene2230		2391749	2392438
gene2231		2392428	2392580
gene2232		2392601	2392936
gene2233		2393011	2393556
gene2234		2393592	2393804
gene2235		2393905	2394249
gene2236		2394349	2395578
gene2237		2395669	2396721
gene2238		2396801	2398159
gene2239		2398223	2399224
gene2240		2399221	2400855
gene2241		2400982	2402301
gene2242		2402647	2403666
gene2243		2403750	2404829
gene2244		2404851	2405489
gene2245		2405543	2406457
gene2246		2406643	2407050
gene2247		2407040	2407519
gene2248		2407536	2407796
gene2249		2407832	2408692
gene2250		2408755	2408943
gene2251		2408943	2409626
gene2252		2409684	2410382
gene2253		2410436	2410894
gene2254		2410861	2412120
gene2255		2412428	2413168
gene2256		2413263	2413961
gene2257		2414148	2414732
gene2258		2414990	2416543
gene2259		2416485	2416601
gene2260		2416739	2417098
gene2261		2417245	2418165
gene2262		2418269	2418775
gene2263		2418877	2419791
gene2264		2419802	2421433
gene2265		2421623	2422801
gene2266		2422863	2424665
gene2267		2424711	2425160
gene2268		2425265	2425996
gene2269		2426046	2426879
gene2270		2427054	2427581
gene2271		2427593	2428183
gene2272		2428282	2429825
gene2273		2430025	2430879
gene2274		2431167	2432294
gene2275		2432347	2432574
gene2276		2432619	2433638
gene2277		2433943	2435445
gene2278		2435468	2435755
gene2279		2435763	2436650
gene2280		2436671	2437645
gene2281		2437770	2438330
gene2282		2438472	2439146
gene2283		2439334	2439606
gene2284		2439792	2440328
gene2285		2440378	2441841
gene2286		2441841	2442521
gene2287		2442518	2445874
gene2288		2445919	2447199
gene2289		2447194	2447964
gene2290		2448144	2448878
gene2291		2448875	2449237
gene2292		2449234	2449941
gene2293		2450088	2450315
gene2294		2450345	2451565
gene2295		2451634	2451801
gene2296		2452020	2453162
gene2297		2453228	2453677
gene2298		2453813	2454088
gene2299		2454380	2456155
gene2300		2456133	2456855
gene2301		2456909	2458441
gene2302		2458633	2459169
gene2303		2459231	2459491
gene2304		2459521	2460096
gene2305		2460192	2460851
gene2306		2460852	2461049
gene2307		2461164	2462328
gene2310		2463637	2465286
gene2311		2465331	2466719
gene2312		2467453	2468628
gene2313		2468654	2469880
gene2314		2469896	2471131
gene2315		2471159	2471689
gene2316		2471686	2472801
gene2317		2472842	2474074
gene2318		2474201	2475076
gene2319		2475285	2475746
gene2320		2475775	2476014
gene2321		2476245	2476847
gene2322		2476980	2477285
gene2323		2477591	2479078
gene2324		2479177	2479518
gene2325		2479509	2481041
gene2326		2481210	2482295
gene2327		2482403	2483422
gene2328		2483395	2484540
gene2329		2484684	2484983
gene2330		2485036	2486487
gene2331		2486553	2487164
gene2332		2487211	2489055
gene2333		2489121	2491166
gene2334		2491314	2492315
gene2335		2492413	2492736
gene2336		2492854	2493660
gene2337		2493683	2494270
gene2338		2496746	2497693
gene2339		2497768	2498493
gene2340		2498486	2499070
gene2341		2499073	2500071
gene2342		2500077	2500445
gene2343		2500446	2500844
gene2344		2500873	2501010
